level,origin_type,origin_name,filename,relative_path,reference_filename,reference_relative_path,source_filename,classification_basis,asset_status,resolution,color_mode
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-asteroid-salvager.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-asteroid-salvager.png,aachat-level-04-b07-mat-r19-asteroid-salvager-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-r19-asteroid-salvager-256.png,aachat-agent-r19-asteroid-salvager-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-ninja-stage-magician.png,B01-HUM__Humanoid/aachat-forge-humanoid-ninja-stage-magician.png,aachat-level-04-b01-hum-r20-ninja-stage-magician-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-r20-ninja-stage-magician-256.png,aachat-agent-r20-ninja-stage-magician-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-biomedical-repairer.png,B05-MEC__Machine/aachat-forge-machine-biomedical-repairer.png,aachat-level-04-b05-mec-cand-04-01-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-04-01-256.png,aachat-phase3-cand-04-01-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-checkered-chest-guardian.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-checkered-chest-guardian.png,aachat-level-04-b06-obj-cand-04-02-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-04-02-256.png,aachat-phase3-cand-04-02-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-masonry-heart-builder.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-masonry-heart-builder.png,aachat-level-04-b06-obj-cand-04-03-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-04-03-256.png,aachat-phase3-cand-04-03-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B09-ECH,Secret_Echo,aachat-forge-echo-pink-cap-messenger.png,B09-ECH__Secret_Echo/aachat-forge-echo-pink-cap-messenger.png,aachat-level-04-b09-ech-cand-04-04-256.png,B09-ECH__Secret_Echo/aachat-level-04-b09-ech-cand-04-04-256.png,aachat-phase3-cand-04-04-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-citrus-console-ranger.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-citrus-console-ranger.png,aachat-level-04-b06-obj-cand-04-05-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-04-05-256.png,aachat-phase3-cand-04-05-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-gantry-crane-operator.png,B05-MEC__Machine/aachat-forge-machine-gantry-crane-operator.png,aachat-level-04-b05-mec-cand-04-06-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-04-06-256.png,aachat-phase3-cand-04-06-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-walnut-pipe-sleuth.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-walnut-pipe-sleuth.png,aachat-level-04-b06-obj-cand-04-07-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-04-07-256.png,aachat-phase3-cand-04-07-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-pixel-news-reporter.png,B01-HUM__Humanoid/aachat-forge-humanoid-pixel-news-reporter.png,aachat-level-04-b01-hum-cand-04-08-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-cand-04-08-256.png,aachat-phase3-cand-04-08-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B09-ECH,Secret_Echo,aachat-forge-echo-scarlet-heart-champion.png,B09-ECH__Secret_Echo/aachat-forge-echo-scarlet-heart-champion.png,aachat-level-04-b09-ech-cand-04-09-256.png,B09-ECH__Secret_Echo/aachat-level-04-b09-ech-cand-04-09-256.png,aachat-phase3-cand-04-09-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-carrot-pony-racer.png,B02-FAU__Fauna/aachat-forge-fauna-carrot-pony-racer.png,aachat-level-04-b02-fau-cand-04-10-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-04-10-256.png,aachat-phase3-cand-04-10-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B10-ANO,Secret_Anomaly,aachat-forge-anomaly-beacon-hood-coder.png,B10-ANO__Secret_Anomaly/aachat-forge-anomaly-beacon-hood-coder.png,aachat-level-04-b10-ano-cand-04-11-256.png,B10-ANO__Secret_Anomaly/aachat-level-04-b10-ano-cand-04-11-256.png,aachat-phase3-cand-04-11-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B10-ANO,Secret_Anomaly,aachat-forge-anomaly-rainbow-skull-curator.png,B10-ANO__Secret_Anomaly/aachat-forge-anomaly-rainbow-skull-curator.png,aachat-level-04-b10-ano-cand-04-12-256.png,B10-ANO__Secret_Anomaly/aachat-level-04-b10-ano-cand-04-12-256.png,aachat-phase3-cand-04-12-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-aerial-systems-coder.png,B05-MEC__Machine/aachat-forge-machine-aerial-systems-coder.png,aachat-level-04-b05-mec-cand-04-13-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-04-13-256.png,aachat-phase3-cand-04-13-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-acorn-duck-scout.png,B02-FAU__Fauna/aachat-forge-fauna-acorn-duck-scout.png,aachat-level-04-b02-fau-cand-04-14-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-04-14-256.png,aachat-phase3-cand-04-14-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B10-ANO,Secret_Anomaly,aachat-forge-anomaly-midnight-ledger-keeper.png,B10-ANO__Secret_Anomaly/aachat-forge-anomaly-midnight-ledger-keeper.png,aachat-level-04-b10-ano-cand-04-15-256.png,B10-ANO__Secret_Anomaly/aachat-level-04-b10-ano-cand-04-15-256.png,aachat-phase3-cand-04-15-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-tiger-checker-boxer.png,B02-FAU__Fauna/aachat-forge-fauna-tiger-checker-boxer.png,aachat-level-04-b02-fau-cand-04-16-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-04-16-256.png,aachat-phase3-cand-04-16-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-pink-jellyfish-oracle.png,B02-FAU__Fauna/aachat-forge-fauna-pink-jellyfish-oracle.png,aachat-level-04-b02-fau-cand-04-17-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-04-17-256.png,aachat-phase3-cand-04-17-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-code-sorcerer.png,B05-MEC__Machine/aachat-forge-machine-code-sorcerer.png,aachat-level-04-b05-mec-cand-04-18-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-04-18-256.png,aachat-phase3-cand-04-18-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B03-FLO,Flora_&_Fungi,aachat-forge-flora-cactus-blossom-tender.png,B03-FLO__Flora_&_Fungi/aachat-forge-flora-cactus-blossom-tender.png,aachat-level-04-b03-flo-cand-04-19-256.png,B03-FLO__Flora_&_Fungi/aachat-level-04-b03-flo-cand-04-19-256.png,aachat-phase3-cand-04-19-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-arcade-champion.png,B05-MEC__Machine/aachat-forge-machine-arcade-champion.png,aachat-level-04-b05-mec-cand-04-20-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-04-20-256.png,aachat-phase3-cand-04-20-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-carbon-lattice-mechanic.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-carbon-lattice-mechanic.png,aachat-level-04-b07-mat-cand-05-01-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-cand-05-01-256.png,aachat-phase3-cand-05-01-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-sawmill-timber-warden.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-sawmill-timber-warden.png,aachat-level-04-b06-obj-cand-05-02-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-05-02-256.png,aachat-phase3-cand-05-02-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-orange-monkey-technician.png,B02-FAU__Fauna/aachat-forge-fauna-orange-monkey-technician.png,aachat-level-04-b02-fau-cand-05-03-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-05-03-256.png,aachat-phase3-cand-05-03-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-cassette-bloom-tender.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-cassette-bloom-tender.png,aachat-level-04-b06-obj-cand-05-04-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-05-04-256.png,aachat-phase3-cand-05-04-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-flamingo-satchel-courier.png,B02-FAU__Fauna/aachat-forge-fauna-flamingo-satchel-courier.png,aachat-level-04-b02-fau-cand-05-05-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-05-05-256.png,aachat-phase3-cand-05-05-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B04-CUL,Culinary,aachat-forge-culinary-taco-sauce-vendor.png,B04-CUL__Culinary/aachat-forge-culinary-taco-sauce-vendor.png,aachat-level-04-b04-cul-cand-05-06-256.png,B04-CUL__Culinary/aachat-level-04-b04-cul-cand-05-06-256.png,aachat-phase3-cand-05-06-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-rainbow-mouse-singer.png,B02-FAU__Fauna/aachat-forge-fauna-rainbow-mouse-singer.png,aachat-level-04-b02-fau-cand-05-07-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-05-07-256.png,aachat-phase3-cand-05-07-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-cinema-reel-keeper.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-cinema-reel-keeper.png,aachat-level-04-b06-obj-cand-05-08-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-05-08-256.png,aachat-phase3-cand-05-08-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-glacial-assay-chemist.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-glacial-assay-chemist.png,aachat-level-04-b07-mat-cand-05-09-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-cand-05-09-256.png,aachat-phase3-cand-05-09-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-fuse-parcel-runner.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-fuse-parcel-runner.png,aachat-level-04-b06-obj-cand-05-10-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-05-10-256.png,aachat-phase3-cand-05-10-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B08-NAT,Nature_&_Element,aachat-forge-nature-solar-staff-warden.png,B08-NAT__Nature_&_Element/aachat-forge-nature-solar-staff-warden.png,aachat-level-04-b08-nat-cand-05-11-256.png,B08-NAT__Nature_&_Element/aachat-level-04-b08-nat-cand-05-11-256.png,aachat-phase3-cand-05-11-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-striped-prize-fighter.png,B01-HUM__Humanoid/aachat-forge-humanoid-striped-prize-fighter.png,aachat-level-04-b01-hum-cand-05-12-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-cand-05-12-256.png,aachat-phase3-cand-05-12-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-notebook-pencil-planner.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-notebook-pencil-planner.png,aachat-level-04-b06-obj-cand-05-13-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-05-13-256.png,aachat-phase3-cand-05-13-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-magenta-orb-sorcerer.png,B01-HUM__Humanoid/aachat-forge-humanoid-magenta-orb-sorcerer.png,aachat-level-04-b01-hum-cand-05-14-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-cand-05-14-256.png,aachat-phase3-cand-05-14-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-mortar-wall-mason.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-mortar-wall-mason.png,aachat-level-04-b06-obj-cand-05-15-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-05-15-256.png,aachat-phase3-cand-05-15-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-cozy-book-scholar.png,B01-HUM__Humanoid/aachat-forge-humanoid-cozy-book-scholar.png,aachat-level-04-b01-hum-cand-05-16-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-cand-05-16-256.png,aachat-phase3-cand-05-16-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-orange-beetle-radio-operator.png,B02-FAU__Fauna/aachat-forge-fauna-orange-beetle-radio-operator.png,aachat-level-04-b02-fau-cand-05-17-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-05-17-256.png,aachat-phase3-cand-05-17-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-crystal-rhythm-performer.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-crystal-rhythm-performer.png,aachat-level-04-b07-mat-cand-05-18-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-cand-05-18-256.png,aachat-phase3-cand-05-18-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-harbor-captain.png,B05-MEC__Machine/aachat-forge-machine-harbor-captain.png,aachat-level-04-b05-mec-cand-05-19-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-05-19-256.png,aachat-phase3-cand-05-19-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-capsule-vendor.png,B05-MEC__Machine/aachat-forge-machine-capsule-vendor.png,aachat-level-04-b05-mec-cand-05-20-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-05-20-256.png,aachat-phase3-cand-05-20-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-circuit-repairer.png,B05-MEC__Machine/aachat-forge-machine-circuit-repairer.png,aachat-level-04-b05-mec-cand-06-01-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-06-01-256.png,aachat-phase3-cand-06-01-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-red-mohawk-runner.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-red-mohawk-runner.png,aachat-level-04-b06-obj-cand-06-02-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-06-02-256.png,aachat-phase3-cand-06-02-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-striped-crane-mechanic.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-striped-crane-mechanic.png,aachat-level-04-b06-obj-cand-06-03-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-06-03-256.png,aachat-phase3-cand-06-03-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-pyramid-staff-keeper.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-pyramid-staff-keeper.png,aachat-level-04-b06-obj-cand-06-04-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-06-04-256.png,aachat-phase3-cand-06-04-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B08-NAT,Nature_&_Element,aachat-forge-nature-world-seed-tender.png,B08-NAT__Nature_&_Element/aachat-forge-nature-world-seed-tender.png,aachat-level-04-b08-nat-cand-06-05-256.png,B08-NAT__Nature_&_Element/aachat-level-04-b08-nat-cand-06-05-256.png,aachat-phase3-cand-06-05-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B08-NAT,Nature_&_Element,aachat-forge-nature-rainbow-brush-painter.png,B08-NAT__Nature_&_Element/aachat-forge-nature-rainbow-brush-painter.png,aachat-level-04-b08-nat-cand-06-06-256.png,B08-NAT__Nature_&_Element/aachat-level-04-b08-nat-cand-06-06-256.png,aachat-phase3-cand-06-06-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-pixel-illustrator.png,B05-MEC__Machine/aachat-forge-machine-pixel-illustrator.png,aachat-level-04-b05-mec-cand-06-07-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-06-07-256.png,aachat-phase3-cand-06-07-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-sandcastle-gate-warden.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-sandcastle-gate-warden.png,aachat-level-04-b06-obj-cand-06-08-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-06-08-256.png,aachat-phase3-cand-06-08-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-meteor-puzzle-keeper.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-meteor-puzzle-keeper.png,aachat-level-04-b07-mat-cand-06-09-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-cand-06-09-256.png,aachat-phase3-cand-06-09-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-cupcake-rabbit-baker.png,B02-FAU__Fauna/aachat-forge-fauna-cupcake-rabbit-baker.png,aachat-level-04-b02-fau-cand-06-10-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-06-10-256.png,aachat-phase3-cand-06-10-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-naval-architect.png,B05-MEC__Machine/aachat-forge-machine-naval-architect.png,aachat-level-04-b05-mec-cand-06-11-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-06-11-256.png,aachat-phase3-cand-06-11-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B08-NAT,Nature_&_Element,aachat-forge-nature-prism-orb-seer.png,B08-NAT__Nature_&_Element/aachat-forge-nature-prism-orb-seer.png,aachat-level-04-b08-nat-cand-06-12-256.png,B08-NAT__Nature_&_Element/aachat-level-04-b08-nat-cand-06-12-256.png,aachat-phase3-cand-06-12-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-castle-crown-monarch.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-castle-crown-monarch.png,aachat-level-04-b06-obj-cand-06-13-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-06-13-256.png,aachat-phase3-cand-06-13-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-amethyst-constellation-seer.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-amethyst-constellation-seer.png,aachat-level-04-b07-mat-cand-06-14-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-cand-06-14-256.png,aachat-phase3-cand-06-14-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-patchwork-crocodile-barista.png,B02-FAU__Fauna/aachat-forge-fauna-patchwork-crocodile-barista.png,aachat-level-04-b02-fau-cand-06-15-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-06-15-256.png,aachat-phase3-cand-06-15-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B03-FLO,Flora_&_Fungi,aachat-forge-flora-saguaro-blossom-bearer.png,B03-FLO__Flora_&_Fungi/aachat-forge-flora-saguaro-blossom-bearer.png,aachat-level-04-b03-flo-cand-06-16-256.png,B03-FLO__Flora_&_Fungi/aachat-level-04-b03-flo-cand-06-16-256.png,aachat-phase3-cand-06-16-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B04-CUL,Culinary,aachat-forge-culinary-bread-bear-grocer.png,B04-CUL__Culinary/aachat-forge-culinary-bread-bear-grocer.png,aachat-level-04-b04-cul-cand-06-17-256.png,B04-CUL__Culinary/aachat-level-04-b04-cul-cand-06-17-256.png,aachat-phase3-cand-06-17-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B08-NAT,Nature_&_Element,aachat-forge-nature-glacier-axe-climber.png,B08-NAT__Nature_&_Element/aachat-forge-nature-glacier-axe-climber.png,aachat-level-04-b08-nat-cand-06-18-256.png,B08-NAT__Nature_&_Element/aachat-level-04-b08-nat-cand-06-18-256.png,aachat-phase3-cand-06-18-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-idea-inventor.png,B05-MEC__Machine/aachat-forge-machine-idea-inventor.png,aachat-level-04-b05-mec-cand-06-19-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-06-19-256.png,aachat-phase3-cand-06-19-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B03-FLO,Flora_&_Fungi,aachat-forge-flora-succulent-heart-caretaker.png,B03-FLO__Flora_&_Fungi/aachat-forge-flora-succulent-heart-caretaker.png,aachat-level-04-b03-flo-cand-06-20-256.png,B03-FLO__Flora_&_Fungi/aachat-level-04-b03-flo-cand-06-20-256.png,aachat-phase3-cand-06-20-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-flamingo-lifeguard.png,B02-FAU__Fauna/aachat-forge-fauna-flamingo-lifeguard.png,aachat-level-04-b02-fau-cand-07-01-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-07-01-256.png,aachat-phase3-cand-07-01-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-castle-screen-guardian.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-castle-screen-guardian.png,aachat-level-04-b06-obj-cand-07-02-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-cand-07-02-256.png,aachat-phase3-cand-07-02-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B08-NAT,Nature_&_Element,aachat-forge-nature-sunfire-torch-keeper.png,B08-NAT__Nature_&_Element/aachat-forge-nature-sunfire-torch-keeper.png,aachat-level-04-b08-nat-cand-07-03-256.png,B08-NAT__Nature_&_Element/aachat-level-04-b08-nat-cand-07-03-256.png,aachat-phase3-cand-07-03-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-rainbow-unicorn-artist.png,B02-FAU__Fauna/aachat-forge-fauna-rainbow-unicorn-artist.png,aachat-level-04-b02-fau-cand-07-04-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-07-04-256.png,aachat-phase3-cand-07-04-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-tower-crane-rigger.png,B05-MEC__Machine/aachat-forge-machine-tower-crane-rigger.png,aachat-level-04-b05-mec-cand-07-05-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-07-05-256.png,aachat-phase3-cand-07-05-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-broadcast-presenter.png,B05-MEC__Machine/aachat-forge-machine-broadcast-presenter.png,aachat-level-04-b05-mec-cand-07-06-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-cand-07-06-256.png,aachat-phase3-cand-07-06-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B04-CUL,Culinary,aachat-forge-culinary-pineapple-gardener.png,B04-CUL__Culinary/aachat-forge-culinary-pineapple-gardener.png,aachat-level-04-b04-cul-cand-07-07-256.png,B04-CUL__Culinary/aachat-level-04-b04-cul-cand-07-07-256.png,aachat-phase3-cand-07-07-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-shark-lantern-fisher.png,B02-FAU__Fauna/aachat-forge-fauna-shark-lantern-fisher.png,aachat-level-04-b02-fau-cand-07-08-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-07-08-256.png,aachat-phase3-cand-07-08-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-rabbit-yarn-knitter.png,B02-FAU__Fauna/aachat-forge-fauna-rabbit-yarn-knitter.png,aachat-level-04-b02-fau-cand-07-09-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-cand-07-09-256.png,aachat-phase3-cand-07-09-256.png,full visual review: Level 04 contact sheet motif,native-master,1254x1254,RGBA
