noun_id,page_index,category,category_name,head,reason,file,classification_method
"1418","554","B06-OBJ","Artifact & Architecture","head-lock","代表画像を目視確認した主要頭部モチーフ: lock","B06-OBJ__Artifact_&_Architecture/noun-1418__head-lock.png","visual audit of representative image for each of 258 head types"
"1417","555","B08-NAT","Nature & Element","head-cloud","代表画像を目視確認した主要頭部モチーフ: cloud","B08-NAT__Nature_&_Element/noun-1417__head-cloud.png","visual audit of representative image for each of 258 head types"
"1416","556","B05-MEC","Machine","head-microwave","代表画像を目視確認した主要頭部モチーフ: microwave","B05-MEC__Machine/noun-1416__head-microwave.png","visual audit of representative image for each of 258 head types"
"1415","557","B06-OBJ","Artifact & Architecture","head-stapler","代表画像を目視確認した主要頭部モチーフ: stapler","B06-OBJ__Artifact_&_Architecture/noun-1415__head-stapler.png","visual audit of representative image for each of 258 head types"
"1414","558","B06-OBJ","Artifact & Architecture","head-vent","代表画像を目視確認した主要頭部モチーフ: vent","B06-OBJ__Artifact_&_Architecture/noun-1414__head-vent.png","visual audit of representative image for each of 258 head types"
"1413","559","B06-OBJ","Artifact & Architecture","head-chefhat","代表画像を目視確認した主要頭部モチーフ: chefhat","B06-OBJ__Artifact_&_Architecture/noun-1413__head-chefhat.png","visual audit of representative image for each of 258 head types"
"1412","560","B02-FAU","Fauna","head-owl","代表画像を目視確認した主要頭部モチーフ: owl","B02-FAU__Fauna/noun-1412__head-owl.png","visual audit of representative image for each of 258 head types"
"1411","561","B08-NAT","Nature & Element","head-mountain-snowcap","代表画像を目視確認した主要頭部モチーフ: mountain-snowcap","B08-NAT__Nature_&_Element/noun-1411__head-mountain-snowcap.png","visual audit of representative image for each of 258 head types"
"1410","562","B04-CUL","Culinary","head-doughnut","代表画像を目視確認した主要頭部モチーフ: doughnut","B04-CUL__Culinary/noun-1410__head-doughnut.png","visual audit of representative image for each of 258 head types"
"1409","563","B09-ECH","Secret Echo","head-rgb","代表画像を目視確認した主要頭部モチーフ: rgb","B09-ECH__Secret_Echo/noun-1409__head-rgb.png","visual audit of representative image for each of 258 head types"
"1408","564","B02-FAU","Fauna","head-oyster","代表画像を目視確認した主要頭部モチーフ: oyster","B02-FAU__Fauna/noun-1408__head-oyster.png","visual audit of representative image for each of 258 head types"
"1407","565","B04-CUL","Culinary","head-bubblegum","代表画像を目視確認した主要頭部モチーフ: bubblegum","B04-CUL__Culinary/noun-1407__head-bubblegum.png","visual audit of representative image for each of 258 head types"
"1406","566","B06-OBJ","Artifact & Architecture","head-couch","代表画像を目視確認した主要頭部モチーフ: couch","B06-OBJ__Artifact_&_Architecture/noun-1406__head-couch.png","visual audit of representative image for each of 258 head types"
"1405","567","B01-HUM","Humanoid","head-gnome","代表画像を目視確認した主要頭部モチーフ: gnome","B01-HUM__Humanoid/noun-1405__head-gnome.png","visual audit of representative image for each of 258 head types"
"1404","568","B06-OBJ","Artifact & Architecture","head-mirror","代表画像を目視確認した主要頭部モチーフ: mirror","B06-OBJ__Artifact_&_Architecture/noun-1404__head-mirror.png","visual audit of representative image for each of 258 head types"
"1403","569","B06-OBJ","Artifact & Architecture","head-hanger","代表画像を目視確認した主要頭部モチーフ: hanger","B06-OBJ__Artifact_&_Architecture/noun-1403__head-hanger.png","visual audit of representative image for each of 258 head types"
"1402","570","B02-FAU","Fauna","head-raven","代表画像を目視確認した主要頭部モチーフ: raven","B02-FAU__Fauna/noun-1402__head-raven.png","visual audit of representative image for each of 258 head types"
"1401","571","B04-CUL","Culinary","head-shrimp-tempura","代表画像を目視確認した主要頭部モチーフ: shrimp-tempura","B04-CUL__Culinary/noun-1401__head-shrimp-tempura.png","visual audit of representative image for each of 258 head types"
"1400","572","B08-NAT","Nature & Element","head-jupiter","代表画像を目視確認した主要頭部モチーフ: jupiter","B08-NAT__Nature_&_Element/noun-1400__head-jupiter.png","visual audit of representative image for each of 258 head types"
"1399","573","B02-FAU","Fauna","head-capybara","代表画像を目視確認した主要頭部モチーフ: capybara","B02-FAU__Fauna/noun-1399__head-capybara.png","visual audit of representative image for each of 258 head types"
"1398","574","B06-OBJ","Artifact & Architecture","head-pirateship","代表画像を目視確認した主要頭部モチーフ: pirateship","B06-OBJ__Artifact_&_Architecture/noun-1398__head-pirateship.png","visual audit of representative image for each of 258 head types"
"1397","575","B06-OBJ","Artifact & Architecture","head-dictionary","代表画像を目視確認した主要頭部モチーフ: dictionary","B06-OBJ__Artifact_&_Architecture/noun-1397__head-dictionary.png","visual audit of representative image for each of 258 head types"
"1396","576","B03-FLO","Flora & Fungi","head-saguaro","代表画像を目視確認した主要頭部モチーフ: saguaro","B03-FLO__Flora_&_Fungi/noun-1396__head-saguaro.png","visual audit of representative image for each of 258 head types"
"1395","577","B06-OBJ","Artifact & Architecture","head-cassettetape","代表画像を目視確認した主要頭部モチーフ: cassettetape","B06-OBJ__Artifact_&_Architecture/noun-1395__head-cassettetape.png","visual audit of representative image for each of 258 head types"
"1394","578","B04-CUL","Culinary","head-shrimp-tempura","代表画像を目視確認した主要頭部モチーフ: shrimp-tempura","B04-CUL__Culinary/noun-1394__head-shrimp-tempura.png","visual audit of representative image for each of 258 head types"
"1393","579","B04-CUL","Culinary","head-sandwich","代表画像を目視確認した主要頭部モチーフ: sandwich","B04-CUL__Culinary/noun-1393__head-sandwich.png","visual audit of representative image for each of 258 head types"
"1392","580","B02-FAU","Fauna","head-zebra","代表画像を目視確認した主要頭部モチーフ: zebra","B02-FAU__Fauna/noun-1392__head-zebra.png","visual audit of representative image for each of 258 head types"
"1391","581","B02-FAU","Fauna","head-goldfish","代表画像を目視確認した主要頭部モチーフ: goldfish","B02-FAU__Fauna/noun-1391__head-goldfish.png","visual audit of representative image for each of 258 head types"
"1390","582","B03-FLO","Flora & Fungi","head-mushroom","代表画像を目視確認した主要頭部モチーフ: mushroom","B03-FLO__Flora_&_Fungi/noun-1390__head-mushroom.png","visual audit of representative image for each of 258 head types"
"1389","583","B09-ECH","Secret Echo","head-rgb","代表画像を目視確認した主要頭部モチーフ: rgb","B09-ECH__Secret_Echo/noun-1389__head-rgb.png","visual audit of representative image for each of 258 head types"
"1388","584","B04-CUL","Culinary","head-mustard","代表画像を目視確認した主要頭部モチーフ: mustard","B04-CUL__Culinary/noun-1388__head-mustard.png","visual audit of representative image for each of 258 head types"
"1387","585","B05-MEC","Machine","head-console-handheld","代表画像を目視確認した主要頭部モチーフ: console-handheld","B05-MEC__Machine/noun-1387__head-console-handheld.png","visual audit of representative image for each of 258 head types"
"1386","586","B04-CUL","Culinary","head-egg","代表画像を目視確認した主要頭部モチーフ: egg","B04-CUL__Culinary/noun-1386__head-egg.png","visual audit of representative image for each of 258 head types"
"1385","587","B05-MEC","Machine","head-microwave","代表画像を目視確認した主要頭部モチーフ: microwave","B05-MEC__Machine/noun-1385__head-microwave.png","visual audit of representative image for each of 258 head types"
"1384","588","B05-MEC","Machine","head-robot","代表画像を目視確認した主要頭部モチーフ: robot","B05-MEC__Machine/noun-1384__head-robot.png","visual audit of representative image for each of 258 head types"
"1383","589","B06-OBJ","Artifact & Architecture","head-tuba","代表画像を目視確認した主要頭部モチーフ: tuba","B06-OBJ__Artifact_&_Architecture/noun-1383__head-tuba.png","visual audit of representative image for each of 258 head types"
"1382","590","B04-CUL","Culinary","head-cotton-candy","代表画像を目視確認した主要頭部モチーフ: cotton-candy","B04-CUL__Culinary/noun-1382__head-cotton-candy.png","visual audit of representative image for each of 258 head types"
"1381","591","B04-CUL","Culinary","head-cookie","代表画像を目視確認した主要頭部モチーフ: cookie","B04-CUL__Culinary/noun-1381__head-cookie.png","visual audit of representative image for each of 258 head types"
"1380","592","B06-OBJ","Artifact & Architecture","head-backpack","代表画像を目視確認した主要頭部モチーフ: backpack","B06-OBJ__Artifact_&_Architecture/noun-1380__head-backpack.png","visual audit of representative image for each of 258 head types"
"1379","593","B02-FAU","Fauna","head-bigfoot-yeti","代表画像を目視確認した主要頭部モチーフ: bigfoot-yeti","B02-FAU__Fauna/noun-1379__head-bigfoot-yeti.png","visual audit of representative image for each of 258 head types"
"1378","594","B01-HUM","Humanoid","head-thumbsup","代表画像を目視確認した主要頭部モチーフ: thumbsup","B01-HUM__Humanoid/noun-1378__head-thumbsup.png","visual audit of representative image for each of 258 head types"
"1377","595","B01-HUM","Humanoid","head-thumbsup","代表画像を目視確認した主要頭部モチーフ: thumbsup","B01-HUM__Humanoid/noun-1377__head-thumbsup.png","visual audit of representative image for each of 258 head types"
"1376","596","B05-MEC","Machine","head-cordlessphone","代表画像を目視確認した主要頭部モチーフ: cordlessphone","B05-MEC__Machine/noun-1376__head-cordlessphone.png","visual audit of representative image for each of 258 head types"
"1375","597","B04-CUL","Culinary","head-egg","代表画像を目視確認した主要頭部モチーフ: egg","B04-CUL__Culinary/noun-1375__head-egg.png","visual audit of representative image for each of 258 head types"
"1374","598","B05-MEC","Machine","head-turing","代表画像を目視確認した主要頭部モチーフ: turing","B05-MEC__Machine/noun-1374__head-turing.png","visual audit of representative image for each of 258 head types"
"1373","599","B06-OBJ","Artifact & Architecture","head-queencrown","代表画像を目視確認した主要頭部モチーフ: queencrown","B06-OBJ__Artifact_&_Architecture/noun-1373__head-queencrown.png","visual audit of representative image for each of 258 head types"
"1372","600","B06-OBJ","Artifact & Architecture","head-pirateship","代表画像を目視確認した主要頭部モチーフ: pirateship","B06-OBJ__Artifact_&_Architecture/noun-1372__head-pirateship.png","visual audit of representative image for each of 258 head types"
"1371","601","B02-FAU","Fauna","head-rabbit","代表画像を目視確認した主要頭部モチーフ: rabbit","B02-FAU__Fauna/noun-1371__head-rabbit.png","visual audit of representative image for each of 258 head types"
"1370","602","B06-OBJ","Artifact & Architecture","head-basketball","代表画像を目視確認した主要頭部モチーフ: basketball","B06-OBJ__Artifact_&_Architecture/noun-1370__head-basketball.png","visual audit of representative image for each of 258 head types"
"1369","603","B03-FLO","Flora & Fungi","head-weed","代表画像を目視確認した主要頭部モチーフ: weed","B03-FLO__Flora_&_Fungi/noun-1369__head-weed.png","visual audit of representative image for each of 258 head types"
"1368","604","B06-OBJ","Artifact & Architecture","head-cassettetape","代表画像を目視確認した主要頭部モチーフ: cassettetape","B06-OBJ__Artifact_&_Architecture/noun-1368__head-cassettetape.png","visual audit of representative image for each of 258 head types"
"1367","605","B06-OBJ","Artifact & Architecture","head-sand-castle","代表画像を目視確認した主要頭部モチーフ: sand-castle","B06-OBJ__Artifact_&_Architecture/noun-1367__head-sand-castle.png","visual audit of representative image for each of 258 head types"
"1366","606","B04-CUL","Culinary","head-beer","代表画像を目視確認した主要頭部モチーフ: beer","B04-CUL__Culinary/noun-1366__head-beer.png","visual audit of representative image for each of 258 head types"
"1365","607","B05-MEC","Machine","head-rangefinder","代表画像を目視確認した主要頭部モチーフ: rangefinder","B05-MEC__Machine/noun-1365__head-rangefinder.png","visual audit of representative image for each of 258 head types"
"1364","608","B02-FAU","Fauna","head-green-snake","代表画像を目視確認した主要頭部モチーフ: green-snake","B02-FAU__Fauna/noun-1364__head-green-snake.png","visual audit of representative image for each of 258 head types"
"1363","609","B01-HUM","Humanoid","head-tooth","代表画像を目視確認した主要頭部モチーフ: tooth","B01-HUM__Humanoid/noun-1363__head-tooth.png","visual audit of representative image for each of 258 head types"
"1362","610","B04-CUL","Culinary","head-cannedham","代表画像を目視確認した主要頭部モチーフ: cannedham","B04-CUL__Culinary/noun-1362__head-cannedham.png","visual audit of representative image for each of 258 head types"
"1361","611","B04-CUL","Culinary","head-macaroni","代表画像を目視確認した主要頭部モチーフ: macaroni","B04-CUL__Culinary/noun-1361__head-macaroni.png","visual audit of representative image for each of 258 head types"
"1360","612","B06-OBJ","Artifact & Architecture","head-outlet","代表画像を目視確認した主要頭部モチーフ: outlet","B06-OBJ__Artifact_&_Architecture/noun-1360__head-outlet.png","visual audit of representative image for each of 258 head types"
"1359","613","B02-FAU","Fauna","head-dog","代表画像を目視確認した主要頭部モチーフ: dog","B02-FAU__Fauna/noun-1359__head-dog.png","visual audit of representative image for each of 258 head types"
"1358","614","B02-FAU","Fauna","head-cow","代表画像を目視確認した主要頭部モチーフ: cow","B02-FAU__Fauna/noun-1358__head-cow.png","visual audit of representative image for each of 258 head types"
"1357","615","B02-FAU","Fauna","head-dino","代表画像を目視確認した主要頭部モチーフ: dino","B02-FAU__Fauna/noun-1357__head-dino.png","visual audit of representative image for each of 258 head types"
"1356","616","B02-FAU","Fauna","head-raven","代表画像を目視確認した主要頭部モチーフ: raven","B02-FAU__Fauna/noun-1356__head-raven.png","visual audit of representative image for each of 258 head types"
"1355","617","B02-FAU","Fauna","head-bear","代表画像を目視確認した主要頭部モチーフ: bear","B02-FAU__Fauna/noun-1355__head-bear.png","visual audit of representative image for each of 258 head types"
"1354","618","B02-FAU","Fauna","head-oyster","代表画像を目視確認した主要頭部モチーフ: oyster","B02-FAU__Fauna/noun-1354__head-oyster.png","visual audit of representative image for each of 258 head types"
"1353","619","B02-FAU","Fauna","head-green-snake","代表画像を目視確認した主要頭部モチーフ: green-snake","B02-FAU__Fauna/noun-1353__head-green-snake.png","visual audit of representative image for each of 258 head types"
"1352","620","B02-FAU","Fauna","head-rabbit","代表画像を目視確認した主要頭部モチーフ: rabbit","B02-FAU__Fauna/noun-1352__head-rabbit.png","visual audit of representative image for each of 258 head types"
"1351","621","B06-OBJ","Artifact & Architecture","head-lipstick2","代表画像を目視確認した主要頭部モチーフ: lipstick2","B06-OBJ__Artifact_&_Architecture/noun-1351__head-lipstick2.png","visual audit of representative image for each of 258 head types"
"1350","622","B06-OBJ","Artifact & Architecture","head-calendar","代表画像を目視確認した主要頭部モチーフ: calendar","B06-OBJ__Artifact_&_Architecture/noun-1350__head-calendar.png","visual audit of representative image for each of 258 head types"
"1349","623","B08-NAT","Nature & Element","head-island","代表画像を目視確認した主要頭部モチーフ: island","B08-NAT__Nature_&_Element/noun-1349__head-island.png","visual audit of representative image for each of 258 head types"
"1348","624","B08-NAT","Nature & Element","head-island","代表画像を目視確認した主要頭部モチーフ: island","B08-NAT__Nature_&_Element/noun-1348__head-island.png","visual audit of representative image for each of 258 head types"
"1347","625","B08-NAT","Nature & Element","head-star-sparkles","代表画像を目視確認した主要頭部モチーフ: star-sparkles","B08-NAT__Nature_&_Element/noun-1347__head-star-sparkles.png","visual audit of representative image for each of 258 head types"
"1346","626","B05-MEC","Machine","head-crane","代表画像を目視確認した主要頭部モチーフ: crane","B05-MEC__Machine/noun-1346__head-crane.png","visual audit of representative image for each of 258 head types"
"1345","627","B08-NAT","Nature & Element","head-island","代表画像を目視確認した主要頭部モチーフ: island","B08-NAT__Nature_&_Element/noun-1345__head-island.png","visual audit of representative image for each of 258 head types"
"1344","628","B08-NAT","Nature & Element","head-lightning-bolt","代表画像を目視確認した主要頭部モチーフ: lightning-bolt","B08-NAT__Nature_&_Element/noun-1344__head-lightning-bolt.png","visual audit of representative image for each of 258 head types"
"1343","629","B06-OBJ","Artifact & Architecture","head-house","代表画像を目視確認した主要頭部モチーフ: house","B06-OBJ__Artifact_&_Architecture/noun-1343__head-house.png","visual audit of representative image for each of 258 head types"
"1342","630","B02-FAU","Fauna","head-otter","代表画像を目視確認した主要頭部モチーフ: otter","B02-FAU__Fauna/noun-1342__head-otter.png","visual audit of representative image for each of 258 head types"
"1341","631","B04-CUL","Culinary","head-porkbao","代表画像を目視確認した主要頭部モチーフ: porkbao","B04-CUL__Culinary/noun-1341__head-porkbao.png","visual audit of representative image for each of 258 head types"
"1340","632","B02-FAU","Fauna","head-jellyfish","代表画像を目視確認した主要頭部モチーフ: jellyfish","B02-FAU__Fauna/noun-1340__head-jellyfish.png","visual audit of representative image for each of 258 head types"
"1339","633","B02-FAU","Fauna","head-goldfish","代表画像を目視確認した主要頭部モチーフ: goldfish","B02-FAU__Fauna/noun-1339__head-goldfish.png","visual audit of representative image for each of 258 head types"
"1338","634","B06-OBJ","Artifact & Architecture","head-faberge","代表画像を目視確認した主要頭部モチーフ: faberge","B06-OBJ__Artifact_&_Architecture/noun-1338__head-faberge.png","visual audit of representative image for each of 258 head types"
"1337","635","B02-FAU","Fauna","head-orca","代表画像を目視確認した主要頭部モチーフ: orca","B02-FAU__Fauna/noun-1337__head-orca.png","visual audit of representative image for each of 258 head types"
"1336","636","B02-FAU","Fauna","head-chameleon","代表画像を目視確認した主要頭部モチーフ: chameleon","B02-FAU__Fauna/noun-1336__head-chameleon.png","visual audit of representative image for each of 258 head types"
"1335","637","B08-NAT","Nature & Element","head-island","代表画像を目視確認した主要頭部モチーフ: island","B08-NAT__Nature_&_Element/noun-1335__head-island.png","visual audit of representative image for each of 258 head types"
"1334","638","B02-FAU","Fauna","head-horse-deepfried","代表画像を目視確認した主要頭部モチーフ: horse-deepfried","B02-FAU__Fauna/noun-1334__head-horse-deepfried.png","visual audit of representative image for each of 258 head types"
"1333","639","B09-ECH","Secret Echo","head-bubble-speech","代表画像を目視確認した主要頭部モチーフ: bubble-speech","B09-ECH__Secret_Echo/noun-1333__head-bubble-speech.png","visual audit of representative image for each of 258 head types"
"1332","640","B02-FAU","Fauna","head-chicken","代表画像を目視確認した主要頭部モチーフ: chicken","B02-FAU__Fauna/noun-1332__head-chicken.png","visual audit of representative image for each of 258 head types"
"1331","641","B04-CUL","Culinary","head-mustard","代表画像を目視確認した主要頭部モチーフ: mustard","B04-CUL__Culinary/noun-1331__head-mustard.png","visual audit of representative image for each of 258 head types"
"1330","642","B04-CUL","Culinary","head-noodles","代表画像を目視確認した主要頭部モチーフ: noodles","B04-CUL__Culinary/noun-1330__head-noodles.png","visual audit of representative image for each of 258 head types"
"1329","643","B06-OBJ","Artifact & Architecture","head-bag","代表画像を目視確認した主要頭部モチーフ: bag","B06-OBJ__Artifact_&_Architecture/noun-1329__head-bag.png","visual audit of representative image for each of 258 head types"
"1328","644","B02-FAU","Fauna","head-crab","代表画像を目視確認した主要頭部モチーフ: crab","B02-FAU__Fauna/noun-1328__head-crab.png","visual audit of representative image for each of 258 head types"
"1327","645","B04-CUL","Culinary","head-porkbao","代表画像を目視確認した主要頭部モチーフ: porkbao","B04-CUL__Culinary/noun-1327__head-porkbao.png","visual audit of representative image for each of 258 head types"
"1326","646","B04-CUL","Culinary","head-pie","代表画像を目視確認した主要頭部モチーフ: pie","B04-CUL__Culinary/noun-1326__head-pie.png","visual audit of representative image for each of 258 head types"
"1325","647","B04-CUL","Culinary","head-garlic","代表画像を目視確認した主要頭部モチーフ: garlic","B04-CUL__Culinary/noun-1325__head-garlic.png","visual audit of representative image for each of 258 head types"
"1324","648","B06-OBJ","Artifact & Architecture","head-watch","代表画像を目視確認した主要頭部モチーフ: watch","B06-OBJ__Artifact_&_Architecture/noun-1324__head-watch.png","visual audit of representative image for each of 258 head types"
"1323","649","B08-NAT","Nature & Element","head-cloud","代表画像を目視確認した主要頭部モチーフ: cloud","B08-NAT__Nature_&_Element/noun-1323__head-cloud.png","visual audit of representative image for each of 258 head types"
"1322","650","B06-OBJ","Artifact & Architecture","head-bagpipe","代表画像を目視確認した主要頭部モチーフ: bagpipe","B06-OBJ__Artifact_&_Architecture/noun-1322__head-bagpipe.png","visual audit of representative image for each of 258 head types"
"1321","651","B03-FLO","Flora & Fungi","head-flower","代表画像を目視確認した主要頭部モチーフ: flower","B03-FLO__Flora_&_Fungi/noun-1321__head-flower.png","visual audit of representative image for each of 258 head types"
"1320","652","B03-FLO","Flora & Fungi","head-bonsai","代表画像を目視確認した主要頭部モチーフ: bonsai","B03-FLO__Flora_&_Fungi/noun-1320__head-bonsai.png","visual audit of representative image for each of 258 head types"
"1319","653","B02-FAU","Fauna","head-green-snake","代表画像を目視確認した主要頭部モチーフ: green-snake","B02-FAU__Fauna/noun-1319__head-green-snake.png","visual audit of representative image for each of 258 head types"
"1318","654","B01-HUM","Humanoid","head-thumbsup","代表画像を目視確認した主要頭部モチーフ: thumbsup","B01-HUM__Humanoid/noun-1318__head-thumbsup.png","visual audit of representative image for each of 258 head types"
"1317","655","B07-MAT","Material & Mineral","head-lint","代表画像を目視確認した主要頭部モチーフ: lint","B07-MAT__Material_&_Mineral/noun-1317__head-lint.png","visual audit of representative image for each of 258 head types"
"1316","656","B09-ECH","Secret Echo","head-chart-bars","代表画像を目視確認した主要頭部モチーフ: chart-bars","B09-ECH__Secret_Echo/noun-1316__head-chart-bars.png","visual audit of representative image for each of 258 head types"
"1315","657","B03-FLO","Flora & Fungi","head-bonsai","代表画像を目視確認した主要頭部モチーフ: bonsai","B03-FLO__Flora_&_Fungi/noun-1315__head-bonsai.png","visual audit of representative image for each of 258 head types"
"1314","658","B02-FAU","Fauna","head-mouse","代表画像を目視確認した主要頭部モチーフ: mouse","B02-FAU__Fauna/noun-1314__head-mouse.png","visual audit of representative image for each of 258 head types"
"1313","659","B06-OBJ","Artifact & Architecture","head-mailbox","代表画像を目視確認した主要頭部モチーフ: mailbox","B06-OBJ__Artifact_&_Architecture/noun-1313__head-mailbox.png","visual audit of representative image for each of 258 head types"
"1312","660","B04-CUL","Culinary","head-ketchup","代表画像を目視確認した主要頭部モチーフ: ketchup","B04-CUL__Culinary/noun-1312__head-ketchup.png","visual audit of representative image for each of 258 head types"
"1311","661","B05-MEC","Machine","head-snowmobile","代表画像を目視確認した主要頭部モチーフ: snowmobile","B05-MEC__Machine/noun-1311__head-snowmobile.png","visual audit of representative image for each of 258 head types"
"1310","662","B05-MEC","Machine","head-console-handheld","代表画像を目視確認した主要頭部モチーフ: console-handheld","B05-MEC__Machine/noun-1310__head-console-handheld.png","visual audit of representative image for each of 258 head types"
"1309","663","B02-FAU","Fauna","head-cat","代表画像を目視確認した主要頭部モチーフ: cat","B02-FAU__Fauna/noun-1309__head-cat.png","visual audit of representative image for each of 258 head types"
"1308","664","B06-OBJ","Artifact & Architecture","head-cassettetape","代表画像を目視確認した主要頭部モチーフ: cassettetape","B06-OBJ__Artifact_&_Architecture/noun-1308__head-cassettetape.png","visual audit of representative image for each of 258 head types"
"1307","665","B04-CUL","Culinary","head-mustard","代表画像を目視確認した主要頭部モチーフ: mustard","B04-CUL__Culinary/noun-1307__head-mustard.png","visual audit of representative image for each of 258 head types"
"1306","666","B04-CUL","Culinary","head-ketchup","代表画像を目視確認した主要頭部モチーフ: ketchup","B04-CUL__Culinary/noun-1306__head-ketchup.png","visual audit of representative image for each of 258 head types"
"1305","667","B06-OBJ","Artifact & Architecture","head-pipe","代表画像を目視確認した主要頭部モチーフ: pipe","B06-OBJ__Artifact_&_Architecture/noun-1305__head-pipe.png","visual audit of representative image for each of 258 head types"
"1304","668","B02-FAU","Fauna","head-oyster","代表画像を目視確認した主要頭部モチーフ: oyster","B02-FAU__Fauna/noun-1304__head-oyster.png","visual audit of representative image for each of 258 head types"
"1303","669","B07-MAT","Material & Mineral","head-cottonball","代表画像を目視確認した主要頭部モチーフ: cottonball","B07-MAT__Material_&_Mineral/noun-1303__head-cottonball.png","visual audit of representative image for each of 258 head types"
"1302","670","B02-FAU","Fauna","head-cat","代表画像を目視確認した主要頭部モチーフ: cat","B02-FAU__Fauna/noun-1302__head-cat.png","visual audit of representative image for each of 258 head types"
"1301","671","B06-OBJ","Artifact & Architecture","head-cd","代表画像を目視確認した主要頭部モチーフ: cd","B06-OBJ__Artifact_&_Architecture/noun-1301__head-cd.png","visual audit of representative image for each of 258 head types"
"1300","672","B06-OBJ","Artifact & Architecture","head-paintbrush","代表画像を目視確認した主要頭部モチーフ: paintbrush","B06-OBJ__Artifact_&_Architecture/noun-1300__head-paintbrush.png","visual audit of representative image for each of 258 head types"
"1299","673","B05-MEC","Machine","head-ufo","代表画像を目視確認した主要頭部モチーフ: ufo","B05-MEC__Machine/noun-1299__head-ufo.png","visual audit of representative image for each of 258 head types"
"1298","674","B06-OBJ","Artifact & Architecture","head-chefhat","代表画像を目視確認した主要頭部モチーフ: chefhat","B06-OBJ__Artifact_&_Architecture/noun-1298__head-chefhat.png","visual audit of representative image for each of 258 head types"
"1297","675","B05-MEC","Machine","head-rangefinder","代表画像を目視確認した主要頭部モチーフ: rangefinder","B05-MEC__Machine/noun-1297__head-rangefinder.png","visual audit of representative image for each of 258 head types"
"1296","676","B04-CUL","Culinary","head-ketchup","代表画像を目視確認した主要頭部モチーフ: ketchup","B04-CUL__Culinary/noun-1296__head-ketchup.png","visual audit of representative image for each of 258 head types"
"1295","677","B06-OBJ","Artifact & Architecture","head-hardhat","代表画像を目視確認した主要頭部モチーフ: hardhat","B06-OBJ__Artifact_&_Architecture/noun-1295__head-hardhat.png","visual audit of representative image for each of 258 head types"
"1294","678","B08-NAT","Nature & Element","head-volcano","代表画像を目視確認した主要頭部モチーフ: volcano","B08-NAT__Nature_&_Element/noun-1294__head-volcano.png","visual audit of representative image for each of 258 head types"
"1293","679","B09-ECH","Secret Echo","head-bubble-speech","代表画像を目視確認した主要頭部モチーフ: bubble-speech","B09-ECH__Secret_Echo/noun-1293__head-bubble-speech.png","visual audit of representative image for each of 258 head types"
"1292","680","B06-OBJ","Artifact & Architecture","head-queencrown","代表画像を目視確認した主要頭部モチーフ: queencrown","B06-OBJ__Artifact_&_Architecture/noun-1292__head-queencrown.png","visual audit of representative image for each of 258 head types"
"1291","681","B04-CUL","Culinary","head-taco-classic","代表画像を目視確認した主要頭部モチーフ: taco-classic","B04-CUL__Culinary/noun-1291__head-taco-classic.png","visual audit of representative image for each of 258 head types"
"1290","682","B05-MEC","Machine","head-bomb","代表画像を目視確認した主要頭部モチーフ: bomb","B05-MEC__Machine/noun-1290__head-bomb.png","visual audit of representative image for each of 258 head types"
"1289","683","B06-OBJ","Artifact & Architecture","head-pirateship","代表画像を目視確認した主要頭部モチーフ: pirateship","B06-OBJ__Artifact_&_Architecture/noun-1289__head-pirateship.png","visual audit of representative image for each of 258 head types"
"1288","684","B07-MAT","Material & Mineral","head-lint","代表画像を目視確認した主要頭部モチーフ: lint","B07-MAT__Material_&_Mineral/noun-1288__head-lint.png","visual audit of representative image for each of 258 head types"
"1287","685","B06-OBJ","Artifact & Architecture","head-outlet","代表画像を目視確認した主要頭部モチーフ: outlet","B06-OBJ__Artifact_&_Architecture/noun-1287__head-outlet.png","visual audit of representative image for each of 258 head types"
"1286","686","B01-HUM","Humanoid","head-tooth","代表画像を目視確認した主要頭部モチーフ: tooth","B01-HUM__Humanoid/noun-1286__head-tooth.png","visual audit of representative image for each of 258 head types"
"1285","687","B03-FLO","Flora & Fungi","head-fir","代表画像を目視確認した主要頭部モチーフ: fir","B03-FLO__Flora_&_Fungi/noun-1285__head-fir.png","visual audit of representative image for each of 258 head types"
"1284","688","B08-NAT","Nature & Element","head-sunset","代表画像を目視確認した主要頭部モチーフ: sunset","B08-NAT__Nature_&_Element/noun-1284__head-sunset.png","visual audit of representative image for each of 258 head types"
"1283","689","B02-FAU","Fauna","head-bat","代表画像を目視確認した主要頭部モチーフ: bat","B02-FAU__Fauna/noun-1283__head-bat.png","visual audit of representative image for each of 258 head types"
"1282","690","B04-CUL","Culinary","head-ketchup","代表画像を目視確認した主要頭部モチーフ: ketchup","B04-CUL__Culinary/noun-1282__head-ketchup.png","visual audit of representative image for each of 258 head types"
"1281","691","B02-FAU","Fauna","head-orca","代表画像を目視確認した主要頭部モチーフ: orca","B02-FAU__Fauna/noun-1281__head-orca.png","visual audit of representative image for each of 258 head types"
"1280","692","B05-MEC","Machine","head-rangefinder","代表画像を目視確認した主要頭部モチーフ: rangefinder","B05-MEC__Machine/noun-1280__head-rangefinder.png","visual audit of representative image for each of 258 head types"
"1279","693","B02-FAU","Fauna","head-cow","代表画像を目視確認した主要頭部モチーフ: cow","B02-FAU__Fauna/noun-1279__head-cow.png","visual audit of representative image for each of 258 head types"
